GRAINS	1961	1962	1963	1964	1965	1966	1967	1968	1969	1970	1971	1972	1973	1974	1975	1976	1977	1978	1979	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	
Jordan	0.5448931116	0.5321828358	0.5431472081	0.535697173	0.4944392956	0.5299263352	0.5017148457	0.5505979761	0.5619047619	0.5857275255	0.5691465084	0.5651577503	0.5816231343	0.5827171904	0.5965323336	0.545814978	0.5392491468	0.5182901767	0.5162324649	0.5143870713	0.5038639876	0.506754149	0.5122615804	0.5161414297	0.4907582045	0.4894676369	0.4854990584	0.4805243446	0.534469697	0.5209386282	0.4902585902	0.4903178663	0.4633162142	0.4697603652	0.4994413408	0.5443942814	0.4961776483	0.5097247706	0.5124246988	0.4664220183	0.4718111346	0.452194624	0.4962625934	0.4245434156	0.4631173829	0.4560456998	0.464445868	0.4671864847	0.4904930712	 
Kazakhstan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5243988685	0.5518072289	0.5518557059	0.5632264882	0.5754716981	0.5863397548	0.5660308144	0.5583090379	0.5254901961	0.4887426394	0.4469102083	0.4328257191	0.4028946483	0.3475224476	0.3527677694	0.3488009966	0.3141127748	0.325477707	 
Kenya	0.5334218681	0.534040672	0.5419953596	0.5352112676	0.5587219344	0.5621481161	0.565577342	0.5730918499	0.5738396624	0.551559792	0.5335643136	0.5498938429	0.5463604853	0.5551724138	0.5656303972	0.5866326096	0.569673867	0.5580904098	0.5367647059	0.5456132693	0.5254312251	0.5360320285	0.5220554798	0.515270936	0.5094079853	0.4981965735	0.5161895824	0.490547746	0.4704184704	0.4832841691	0.4739217653	0.4816157431	0.4793650794	0.5029354207	0.4931906615	0.5034079844	0.5067064083	0.4880195599	0.4798464491	0.4926542605	0.493934983	0.4771825397	0.4965104686	0.4843672457	0.4725581395	0.4718473709	0.4768275203	0.4514586322	0.4486285449	 
Kiribati	0.1905940594	0.178699641	0.2155617308	0.2314633189	0.2238864801	0.262490392	0.2583643123	0.2311500381	0.221117062	0.2436755952	0.2631195335	0.2614003591	0.2892994075	0.27593361	0.2548076923	0.2846153846	0.2553114872	0.2766479663	0.273716423	0.3026952315	0.3011059579	0.2939501779	0.2971768202	0.2742537313	0.2788785047	0.2986164489	0.3011209896	0.3399224806	0.3372687918	0.3377862595	0.334193073	0.3306422018	0.3338145074	0.3225806452	0.3303507516	0.3219476744	0.3288663528	0.3153629316	0.3046820405	0.3028169014	0.3178348369	0.3027330063	0.3109331476	0.3088598659	0.3025238745	0.3013793103	0.2984509466	0.295697074	0.3006802721	 
Kuwait	0.4173322684	0.4495880738	0.4363711002	0.4582843713	0.427618674	0.4217325228	0.4338970023	0.4222985872	0.4318625537	0.43393276	0.4222133119	0.4145383104	0.4134190438	0.4136820926	0.398177496	0.3871698113	0.3886029412	0.3818700928	0.372406639	0.3674307219	0.3818369453	0.3487674883	0.3618729097	0.3553027768	0.3751724138	0.3675271739	0.3771753681	0.3804780876	0.3859247136	0.4339704605	0.5795034337	0.4359673025	0.3942463533	0.3847475094	0.3703355284	0.3669753086	0.3559987912	0.3718834485	0.3864648264	0.3761307266	0.3756125685	0.4183941606	0.4070669348	0.4197991392	0.4055351596	0.3986467437	0.395868704	0.4033733562	0.3953084275	 
Kyrgyzstan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5037509377	0.5592515593	0.5521955261	0.6015100671	0.5775827682	0.5816597196	0.4774738536	0.5075636943	0.5092050209	0.5024489796	0.5014084507	0.50382263	0.4930351906	0.4796363636	0.4892909897	0.4777655274	0.473917869	0.4816414687	 
Lao PDR	0.8646153846	0.859074363	0.8617677287	0.8584337349	0.8489816195	0.8480078701	0.8434268833	0.8393120393	0.8393939394	0.8409316155	0.845734127	0.847923962	0.8531925591	0.8580215274	0.8613554061	0.8507462687	0.8468379447	0.8307849134	0.8142783238	0.7972279261	0.7832562917	0.7874617737	0.7857883817	0.782402529	0.8086452293	0.8098958333	0.7983539095	0.7810180276	0.7797494781	0.772113943	0.7938352703	0.7918807811	0.7849075975	0.7678300455	0.7722419929	0.7790985636	0.7739861523	0.7655172414	0.7615270203	0.7446300716	0.750967118	0.7381628788	0.7283263792	0.7249427918	0.7090182141	0.7063563115	0.6923076923	0.7040035987	0.6886462882	 
Latvia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3982219497	0.4004289216	0.3788309637	0.3816818774	0.3111853088	0.3323045267	0.341068917	0.3373155306	0.3274685817	0.3329864724	0.2980154726	0.3103334434	0.2939453125	0.2726983116	0.2708074534	0.2799125273	0.2834766585	0.278101072	 
Lebanon	0.5035167563	0.4943135662	0.4746600742	0.4690805533	0.4860380413	0.4865853659	0.4860557769	0.4755954705	0.4874751491	0.4576677316	0.4609250399	0.4552	0.4525810324	0.4467574059	0.4735112936	0.4624441738	0.4377387319	0.4270676692	0.4028540066	0.3953158268	0.3940480459	0.3966538864	0.3866438356	0.3852431146	0.3788034188	0.3779741672	0.3778371162	0.3688261706	0.3593556382	0.3516109046	0.3323133415	0.3346687211	0.3353884094	0.336485662	0.3349603417	0.3322218854	0.3321502514	0.3358959196	0.3272189349	0.3334340079	0.3367500754	0.3364713028	0.3239612621	0.3309262166	0.3473245755	0.3497409326	0.3215413771	0.3292682927	0.3378205128	 
Lesotho	0.782911078	0.7920199501	0.8024038462	0.8011840158	0.7939189189	0.8153153153	0.8047808765	0.8098802395	0.8215725806	0.8153846154	0.8036485838	0.8021653543	0.7880627213	0.768791627	0.753483902	0.7495412844	0.7321350285	0.7249575552	0.7277899344	0.7182786158	0.7265658747	0.7083517455	0.7025751073	0.7037037037	0.7618426771	0.7579038545	0.7505489679	0.7379912664	0.7379518072	0.7421572841	0.7705882353	0.7687132044	0.7683235046	0.7700957934	0.7657068063	0.7690344534	0.7714166318	0.7761255679	0.7707993475	0.7696377696	0.7691377921	0.7714626391	0.778528827	0.7754137116	0.7776479751	0.768311488	0.7646598905	0.7810419115	0.771696638	 
Liberia	0.3981160139	0.404565323	0.4271708683	0.4533271719	0.4287041338	0.4611353712	0.4335919671	0.4607843137	0.4388285309	0.4960067255	0.4987824675	0.4889361702	0.5048380311	0.4958088852	0.4712134632	0.4727805695	0.4948494453	0.4812599681	0.5015661707	0.5135682463	0.5406162465	0.5373134328	0.5173124485	0.5490605428	0.5051588939	0.5122440787	0.498192045	0.4814097599	0.5349016583	0.4417092429	0.4684142673	0.4339788732	0.4094601051	0.375	0.4243675787	0.4116135663	0.4084705882	0.4229492651	0.4179249878	0.412246866	0.4023727138	0.3955296404	0.3943109367	0.3831012962	0.3968620212	0.4152902312	0.4338842975	0.4690973766	0.4841021048	 
Libya	0.5633074935	0.5881975625	0.6031843233	0.5942203492	0.5575519371	0.5276041667	0.5079522863	0.4784666351	0.4813105676	0.4778956676	0.4774193548	0.4330839568	0.4559359068	0.4889807163	0.4929718876	0.4881486227	0.4869509866	0.4701120797	0.4641754169	0.4628888205	0.4514372163	0.4456521739	0.4363799283	0.4379762268	0.4463955638	0.4566687154	0.4658634538	0.4679742568	0.4686924494	0.4860436893	0.4642746675	0.4660858743	0.4654420922	0.4630145466	0.4703139571	0.4692995989	0.4724116553	0.4702567314	0.4802259887	0.4787234043	0.4771446462	0.4839015152	0.4879348167	0.4777604977	0.4817724701	0.4848197343	0.4776352831	0.4667291471	0.4596370463	 
Lithuania	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4714956405	0.4296875	0.4832673624	0.4751948972	0.4607941275	0.4560352978	0.4564875903	0.4350753447	0.4152380952	0.3846625767	0.3839559094	0.3798303487	0.3654247392	0.3451967593	0.3280254777	0.3456130484	0.3315154994	0.3422351234	 
Luxembourg	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2291135656	0.2204724409	0.224893918	0.2209695603	0.2084745763	0.2031029619	0.2322635135	0.250493653	0.2557616639	0.2785774767	 
Macedonia (TFYR)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4602704987	0.4704103672	0.4335195531	0.4162141195	0.3928018576	0.4454479769	0.3976995469	0.3716433942	0.3759097525	0.3686811098	0.3729749632	0.3542731921	0.3461002786	0.3629177147	0.346140289	0.3190571049	0.3334458319	0.3389830508	 
Madagascar	0.5943940643	0.5919899875	0.5897226754	0.5983246909	0.5949316171	0.5980311731	0.5972503033	0.5839589095	0.5829066562	0.5839328537	0.5962660443	0.5897943038	0.6008016032	0.5846394984	0.5717665615	0.5696594427	0.5872564935	0.5676998369	0.5711314476	0.5662401981	0.5737772298	0.5706039076	0.5902864259	0.5638877252	0.5708876735	0.5621576064	0.5547285464	0.5346807533	0.5485347985	0.5379341865	0.5179168657	0.5358166189	0.5344497608	0.5271203156	0.5301681503	0.5327380952	0.530490828	0.5340965655	0.5425	0.5494505495	0.5708542714	0.5850899743	0.6089159068	0.6135558928	0.6022395326	0.6003851709	0.6066985646	0.6065175097	0.606779661	 
Malawi	0.6681569796	0.6766169154	0.6971998102	0.7087466186	0.7039502885	0.697716077	0.7228310502	0.6998231653	0.7037533512	0.7084398977	0.6802664446	0.6895093063	0.6669418077	0.6573920266	0.6575515355	0.6562631801	0.6518771331	0.6551575313	0.656650464	0.6605132823	0.645731977	0.652231551	0.6954102921	0.6892218463	0.6971153846	0.6811881188	0.6882205514	0.6979530704	0.7124485597	0.6956066946	0.6858337689	0.6766666667	0.690792975	0.6973684211	0.6653366584	0.6511166253	0.6287104623	0.6154210028	0.602293578	0.6007259528	0.5801253357	0.5887764489	0.5840258541	0.5933456562	0.5933363761	0.5808726311	0.5647623201	0.5579991376	0.5573344872	 
Malaysia	0.5755186722	0.604526749	0.6123366013	0.5897435897	0.5842650104	0.5713101161	0.5691291787	0.5546591367	0.5750196386	0.5568049632	0.5795950774	0.5692428403	0.5774702038	0.562215478	0.5462606014	0.5459066565	0.5138519924	0.5108777194	0.5084249084	0.4853314017	0.4876093294	0.480994152	0.4543808834	0.4424395525	0.4096024006	0.4107883817	0.419193858	0.4111578143	0.4044257917	0.4092459265	0.4258137774	0.4334903951	0.4277000359	0.4232673267	0.4143152099	0.4124914207	0.4357561144	0.4482638889	0.4457457802	0.4510218464	0.4357244318	0.4403901734	0.4493013257	0.4594403117	0.4762760604	0.4629165174	0.4610481586	0.4651498736	0.452137054	 
Maldives	0.4439403759	0.4499358151	0.445659164	0.4576599871	0.4265691651	0.432238806	0.4211764706	0.4265402844	0.4222353637	0.4006810443	0.4157110092	0.4511904762	0.425976885	0.4189789123	0.4333333333	0.4791995787	0.5288912025	0.5418939018	0.5717647059	0.5598043575	0.5544815466	0.5727861771	0.5305676856	0.5089480576	0.512195122	0.4933618844	0.4818101154	0.4765864333	0.4625514403	0.4813514699	0.4874947011	0.4651952462	0.3894649523	0.3983253589	0.4188741722	0.4368290669	0.4297658863	0.4246179265	0.4372224465	0.4205761317	0.4093306288	0.4107717042	0.4265822785	0.4075168919	0.3941755537	0.4016013485	0.3883730319	0.385129819	0.4018547141	 
Mali	0.7226277372	0.7076470588	0.6778029445	0.6934731935	0.6339022955	0.6602112676	0.676993689	0.6833064949	0.66263673	0.672264631	0.6418958455	0.6760310819	0.676969697	0.6823529412	0.6516371444	0.6524822695	0.6556442417	0.6582278481	0.6839113132	0.6454112038	0.6498127341	0.6880222841	0.7265400115	0.7244565217	0.7409351145	0.7299864315	0.7517022242	0.7205757832	0.7161590525	0.6964136781	0.6677908938	0.6908704883	0.7058823529	0.6623766624	0.7047008547	0.6933783214	0.6807969479	0.6644682605	0.6628571429	0.6756425949	0.6644	0.6538461538	0.6513105639	0.654209284	0.6482490272	0.6411609499	0.6276165993	0.6295495496	0.6391825229	 
Malta	0.4435797665	0.4373024236	0.4361520027	0.4376264329	0.4173512981	0.398719245	0.4005367326	0.3875120695	0.4017285531	0.3921128567	0.3845663265	0.3846645367	0.3848150552	0.4011760862	0.407788162	0.3851083308	0.3594086849	0.3550185874	0.3535290443	0.3510835913	0.3600504891	0.3440860215	0.3475866537	0.3416107383	0.3163064833	0.3342475146	0.3130779392	0.3264265222	0.3240682249	0.3347682119	0.3160392281	0.3169014085	0.3224358974	0.3497942387	0.3216034272	0.3180158247	0.3232077764	0.3226482924	0.3182763744	0.3339355616	0.3297297297	0.3410387271	0.3398868037	0.3220338983	0.3282374101	0.3293627159	0.3394988067	0.2930776146	0.3167259786	 
Mauritania	0.4852150538	0.4852473899	0.4838858195	0.4930491196	0.4739314232	0.483255814	0.4845752254	0.4733333333	0.4956689124	0.4604863222	0.4794238683	0.4914712154	0.5381585426	0.5569430569	0.5479591837	0.5428859738	0.5221282944	0.521093001	0.5096486888	0.5111745126	0.4922279793	0.4993071594	0.5289559543	0.543809132	0.5644897959	0.5545529122	0.5418520016	0.5487656819	0.5602409639	0.535059761	0.5600480384	0.5603653693	0.5547388781	0.5730382294	0.5371248025	0.5456674473	0.5472136223	0.5502300614	0.5241904762	0.4975294565	0.4915837796	0.492231906	0.5296938399	0.5003849115	0.5060836502	0.5030557678	0.494713817	0.5080443332	0.5141222739	 
Mauritius	0.5464527027	0.5550935551	0.5446844557	0.536749265	0.5370531822	0.5369733448	0.5315236427	0.5404217926	0.5336343115	0.5466950959	0.5434966216	0.5341772152	0.5317627261	0.5334987593	0.5366248482	0.5197580645	0.5074921136	0.4959443801	0.5182811911	0.4965622613	0.4774169466	0.502472423	0.4909650135	0.4920514762	0.4828486204	0.4716157205	0.4658430233	0.4583637692	0.4645583424	0.4750089896	0.473759885	0.4668330956	0.4712437096	0.4398016997	0.4501039501	0.4586098498	0.4646787362	0.4592982456	0.4597056762	0.4547339323	0.4534646739	0.4495069704	0.4520176331	0.4626617989	0.4569713142	0.4565649867	0.4599087353	0.4655518395	0.4752570694	 
Mexico	0.5704347826	0.5687390543	0.5726086957	0.5561702128	0.5601519629	0.5515955242	0.5518925519	0.5593424218	0.5577689243	0.5425531915	0.543409629	0.5338258165	0.5240825688	0.5180128934	0.5086619978	0.513764881	0.5088041086	0.4946619217	0.4931506849	0.4643333333	0.4649234694	0.4683908046	0.4771557272	0.4847390876	0.4798191799	0.4746151327	0.4830393487	0.4892062438	0.490426604	0.4715583978	0.468206158	0.4656895403	0.4650698603	0.4660226516	0.4667566655	0.4615384615	0.4563532187	0.4604510266	0.460738255	0.4573872985	0.4519792343	0.4450177362	0.4420849421	0.437037037	0.4359895493	0.4380890478	0.4323101777	0.4288041707	0.4246031746	 
Moldova	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4690659118	0.4656981437	0.4860541427	0.5361736334	0.5138888889	0.54400978	0.5388369256	0.5732150061	0.581265012	0.548156956	0.5434697856	0.5168495298	0.5220930233	0.4781119147	0.4324424647	0.4215148189	0.4046931408	0.4314007922	 
Mongolia	0.4365708622	0.4481519507	0.4362119725	0.4430727023	0.4517699115	0.4456140351	0.4245785271	0.4199074074	0.4265381084	0.473565296	0.485409912	0.4695207073	0.4629460201	0.4567219153	0.4355575868	0.4680944056	0.4710891977	0.451208981	0.4566424605	0.4684030743	0.4753324753	0.4789879931	0.4989482541	0.4946420917	0.4843330349	0.4742089293	0.4677060134	0.4776511832	0.4633821571	0.4308510638	0.4232175503	0.4181523501	0.4349703184	0.4384449244	0.488440728	0.4820990682	0.4443349754	0.43	0.4238162213	0.4363218391	0.4544223827	0.4874100719	0.4663656885	0.4575280899	0.4593513994	0.4669584245	0.4467265725	0.439374736	0.4181669394	 
Montenegro	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3813914501	0.3631035445	0.338625787	0.3327754533	 
Morocco	0.663902439	0.645239246	0.6621621622	0.6752456715	0.676335175	0.6555343511	0.6762925012	0.6414503133	0.6977834612	0.6886227545	0.6606334842	0.6871114795	0.6717213115	0.6586826347	0.6647553517	0.6610435465	0.6584804298	0.6366742597	0.6195049871	0.6387947269	0.640428677	0.6388188693	0.6329710145	0.6438162544	0.6315054139	0.6251256281	0.6354447439	0.6190944882	0.6028037383	0.6353930767	0.625732899	0.6105553639	0.6097984712	0.6185395132	0.6291525424	0.6307094266	0.6184933721	0.6186548223	0.6269093273	0.6187520418	0.6248395379	0.6133840787	0.613558263	0.6164929491	0.6095505618	0.5981651376	0.595567867	0.5993265993	0.5892748324	 
Mozambique	0.3421478683	0.3324468085	0.357260274	0.3434991974	0.3554376658	0.3546480387	0.345308311	0.3185890258	0.3379978471	0.3094713656	0.3043478261	0.2988004362	0.3333333333	0.3232644409	0.3109425785	0.3438485804	0.3293543136	0.3240589198	0.3351380617	0.3361747469	0.3241303147	0.3158195317	0.3019859813	0.3487323944	0.4138495093	0.34997064	0.3136698809	0.3572996707	0.3344788087	0.3181067694	0.343222804	0.3684520306	0.3879107981	0.3956367925	0.384863124	0.3943734015	0.3836858006	0.3836163836	0.3907646475	0.3945	0.3787041688	0.3702979971	0.3670162059	0.3754844961	0.4034229829	0.4135977337	0.415274463	0.4090280977	0.4093836247	 
Myanmar	0.7218855219	0.7078215902	0.6912794398	0.6718170581	0.7118644068	0.6893787575	0.7045908184	0.7061548643	0.7023411371	0.7028457975	0.6990228013	0.6934404284	0.7175925926	0.7082262211	0.7263843648	0.7251612903	0.7184527584	0.7098765432	0.7021276596	0.7369391518	0.7068155112	0.6856981345	0.692264574	0.6751101322	0.6445070423	0.6256439611	0.6408934708	0.6455245999	0.6787301587	0.6570247934	0.6883500887	0.6910809214	0.6791474654	0.6968457944	0.6998304127	0.6879194631	0.675734494	0.6733805117	0.6815703381	0.6694604505	0.6578005115	0.648175912	0.6342412451	0.6040172166	0.5937207123	0.583106267	0.5511189118	0.5388513514	0.5075	 
Namibia	0.3605072464	0.3700577521	0.3661469933	0.3601959038	0.3701067616	0.3637984842	0.358836689	0.3634321653	0.3637180063	0.3777878926	0.3823529412	0.3828911253	0.3855698529	0.3887089311	0.4083061129	0.4029643353	0.3994515539	0.4016282225	0.4035794183	0.4110864745	0.4338103757	0.4380650995	0.4452588181	0.442192538	0.4337921215	0.4354684512	0.4659514925	0.4655009452	0.4631268437	0.4650824442	0.4697921701	0.4928746929	0.4982526211	0.4994994995	0.5115706549	0.5272459499	0.4922555663	0.497801661	0.4820846906	0.4471326165	0.4512411348	0.4816159782	0.4610912343	0.4376106195	0.438172043	0.4299864926	0.4261106074	0.3994334278	0.3955078125	 
Nepal	0.8011396011	0.799205899	0.7904599659	0.7982012367	0.7942176871	0.7949308756	0.7906032483	0.8009024253	0.7968662563	0.793686584	0.7945205479	0.787826087	0.7881355932	0.7863636364	0.7723770006	0.7852655625	0.7911963883	0.7850828729	0.7746559633	0.792022792	0.7779632721	0.772	0.7747890295	0.7828810021	0.7604543108	0.7545260916	0.7648780488	0.763310962	0.764552563	0.7436606731	0.7391107078	0.7408246488	0.7310536044	0.7325214254	0.7290439511	0.7410958904	0.7344028521	0.7308385933	0.7209302326	0.7125560538	0.7095768374	0.7026666667	0.6898788927	0.6903854299	0.6897993311	0.6856780735	0.6789713812	0.6714169381	0.6484872611	 
Netherlands	0.2630885743	0.2406064601	0.2305173543	0.2164054685	0.2132749326	0.2152983844	0.2058536585	0.2059308072	0.2001314492	0.1943159286	0.1908548708	0.1963350785	0.2058539723	0.2086513995	0.2108271688	0.2161279791	0.2012273902	0.1963648166	0.2009646302	0.1871778351	0.1937190083	0.1809647135	0.190120247	0.1956312239	0.19232	0.1879987233	0.1861718998	0.1767268202	0.1745477626	0.1592434411	0.1643262623	0.1625452352	0.1529659741	0.1827458256	0.1843592031	0.1944279787	0.182512993	0.1729681453	0.1579908676	0.1574754902	0.167587477	0.1661027376	0.188156638	0.1842928661	0.1788140828	0.1859452736	0.1870987466	0.1961561928	0.2072794571	 
New Zealand	0.2560683761	0.2429149798	0.2476287263	0.2538071066	0.2522765599	0.2467532468	0.2342552483	0.2332547964	0.2272880784	0.2195945946	0.2104566512	0.208852459	0.2119248218	0.2162948594	0.2294192725	0.2175123762	0.2373915837	0.2247838617	0.2354870449	0.2249428665	0.2241435563	0.2311688312	0.2186343761	0.2057385067	0.2080026455	0.2102092581	0.2112096263	0.2172380647	0.2154246665	0.2247156471	0.2329974811	0.2474842767	0.2529595016	0.2512626263	0.24169279	0.2434645669	0.262925599	0.298228969	0.2894236859	0.2634749524	0.2418006431	0.2363869315	0.2439884578	0.2457762193	0.2391648213	0.2434064188	0.2397862979	0.2416484546	0.2525412961	 
Nicaragua	0.4764150943	0.4680741504	0.4659846547	0.4840954274	0.4910625621	0.5002447381	0.5079365079	0.4981220657	0.4980732177	0.4869312682	0.4809384164	0.4809619238	0.4679487179	0.4625	0.4592994573	0.4459128732	0.4469407266	0.4544103072	0.4657464213	0.4799802274	0.455185359	0.4746268657	0.4859359845	0.4878504673	0.5062413315	0.5034168565	0.5342401501	0.5229531472	0.5237410072	0.4824004616	0.5016685206	0.4433856502	0.4693766938	0.4843912591	0.493360572	0.5345177665	0.5207585853	0.5031538088	0.4891356832	0.4884705882	0.5108885017	0.5229960578	0.5407279029	0.5392156863	0.5236698785	0.5129274395	0.5124135124	0.4969425194	0.5101543461	 
Niger	0.7024844721	0.6812847437	0.6709245742	0.727705113	0.7025557368	0.7086956522	0.6980739198	0.7293600391	0.7219708396	0.7350689127	0.771043771	0.7617571059	0.750877193	0.7178589295	0.6921929388	0.6636320077	0.6559241706	0.6542628356	0.6418823529	0.6778801843	0.6712707182	0.6626180837	0.6750448833	0.6772268136	0.7239755064	0.7017711824	0.6860902256	0.7201856148	0.7151459009	0.7403339192	0.7446197991	0.7421383648	0.7286555447	0.7410398788	0.7058252427	0.6998570748	0.7014719411	0.668956044	0.678700361	0.6695315857	0.6642429427	0.6513443192	0.6330695544	0.6385148919	0.6241280263	0.622796228	0.6159479251	0.6049284579	0.6046788263	 
Nigeria	0.4964028777	0.4965449161	0.4820797577	0.4751154438	0.4374001066	0.4270051933	0.4361353712	0.4407894737	0.4265159301	0.4357429719	0.4334763949	0.4367816092	0.4632352941	0.4563365282	0.4531079607	0.4249857387	0.4164321891	0.4013452915	0.3976945245	0.4270328487	0.4433209154	0.4384	0.4463145676	0.4922901199	0.5155746509	0.5284147557	0.5322171487	0.5185919683	0.5064255117	0.4938384299	0.4711168164	0.464476386	0.4558065795	0.4633853541	0.45859375	0.4586760674	0.4582210243	0.4484202512	0.4443600456	0.4440184049	0.4268759571	0.4360353438	0.4363008442	0.4308330192	0.4363905325	0.4212844037	0.4330389993	0.4345588235	0.4425202653	 
North Korea	0.7094199042	0.7052962769	0.7084779375	0.7128571429	0.6925831202	0.7038690476	0.6595075956	0.6488311688	0.6599808978	0.6584659913	0.652691758	0.6505040807	0.6593764542	0.641536965	0.6517857143	0.6611607143	0.6463359126	0.6258534365	0.6501495088	0.6198083067	0.634422658	0.5771912351	0.5734714004	0.5659739004	0.5612934363	0.5739210285	0.5631023405	0.5582706767	0.5652173913	0.5890295359	0.5917159763	0.6106115108	0.6565656566	0.6482635797	0.6528768426	0.6592984142	0.654315197	0.6528301887	0.6354166667	0.6083916084	0.6000953289	0.6070609812	0.6180904523	0.611615245	0.6224770642	0.6296123307	0.6218009479	0.6205250597	0.6247008138	 
Norway	0.2761596548	0.2730375427	0.2646219686	0.2658272123	0.2568173973	0.2506684492	0.2466124661	0.2405021473	0.2491661107	0.2323265848	0.2285714286	0.2226904376	0.2283770651	0.2391814827	0.2386248736	0.2316881484	0.2356849098	0.2329192547	0.2414851181	0.2425964702	0.2640432562	0.2317965024	0.255541482	0.2445209768	0.2474129821	0.2568949489	0.263556498	0.274415626	0.2758404021	0.2778306375	0.2815895685	0.2802488336	0.2788819876	0.2777268561	0.275240758	0.2753929867	0.2767749699	0.279788173	0.2830354527	0.284400949	0.2852535913	0.2842257598	0.282424949	0.2765282584	0.2802511416	0.2861313869	0.2868804665	0.2825581395	0.2911429407	 
Occupied Palestinian Territory	0	0	0	0	0	0	0	0	0.987804878	0.9811320755	0.9792626728	0.979020979	0.9809976247	0.9642004773	0.9711538462	0.9684466019	0.9682151589	0.9627791563	0.969924812	0.962406015	0.9593908629	0.9739583333	0.9733333333	0.9727520436	0.9593495935	1	0.9972375691	1	1	0	0	0	0	0	0.5981228669	0.4738886491	0.4496937883	0.4749560633	0.4807868253	0.4810836058	0.4955752212	0.49797023	0.4975391499	0.5219159512	0.5233183857	0.5334530759	0.5068687826	0.5263405456	0.5141439206	 
Pakistan	0.6018220793	0.5905306972	0.5613402062	0.6056676273	0.6051423324	0.5895843287	0.576868158	0.5856031128	0.6292848074	0.6303700553	0.6270365478	0.6394703118	0.6363636364	0.6165445928	0.6110116383	0.6030262572	0.5800711744	0.5996563574	0.5842105263	0.5824977211	0.570441989	0.5724540153	0.5722647456	0.5709156194	0.5739972337	0.5527289547	0.5433212996	0.5429759704	0.5603228547	0.56139595	0.5438437074	0.5463648237	0.5346236559	0.5553218342	0.5152155537	0.5050547599	0.531618887	0.5246041934	0.5260723297	0.5169923534	0.5019693654	0.4952893674	0.5	0.5045434877	0.4821658788	0.487670068	0.470735786	0.4814660558	0.4896437448	 
Panama	0.4797715374	0.4628712871	0.4643356643	0.4743230626	0.4457659372	0.4736598891	0.4682575416	0.4473214286	0.4682843763	0.4540466392	0.4386343993	0.376948512	0.3925959781	0.4283909014	0.4522804054	0.3592092575	0.4207394815	0.3616619452	0.3582375479	0.3563601715	0.3991953509	0.3831282953	0.3911535126	0.3739767342	0.4095160634	0.4031936128	0.3526526973	0.3926128591	0.3894252874	0.3765073694	0.3721565059	0.4147084421	0.4238013699	0.4255774166	0.4007203962	0.3856761566	0.3589507593	0.3996641478	0.3548387097	0.3721698113	0.4236912156	0.4291845494	0.4402381965	0.4292748433	0.44391717	0.4357541899	0.4347648262	0.434347478	0.431427429	 
Paraguay	0.3039812646	0.3062267658	0.3057235924	0.2968888889	0.2921108742	0.2961538462	0.3109207709	0.3161397671	0.3210591643	0.3200163066	0.3084150327	0.3208401977	0.31316435	0.3061638281	0.2949095499	0.2877492877	0.281496063	0.2878670788	0.2652414885	0.2445759369	0.2915309446	0.2765873016	0.302444795	0.2881763527	0.2671022291	0.295562599	0.3134387352	0.2930344275	0.2999213836	0.2918046358	0.2515696944	0.2669188735	0.2606557377	0.2675834971	0.2655077045	0.2742632613	0.2867590454	0.3040462428	0.2701780978	0.2926169308	0.2918406072	0.2887060583	0.2839868084	0.2945386064	0.2928240741	0.2922548646	0.3015934707	0.3136633663	0.3303743728	 
Peru	0.3511988717	0.3448436771	0.3125	0.3184125519	0.3064592174	0.2748948107	0.2760736196	0.3040540541	0.3489380147	0.2998630762	0.322147651	0.3430420712	0.3162393162	0.3251649387	0.3771167048	0.3443240697	0.3607748184	0.3315926893	0.3633692458	0.4209495839	0.3944494995	0.4368396876	0.4188576609	0.3987915408	0.3808830665	0.3988690735	0.3682581786	0.3653508772	0.435862069	0.4789708065	0.483708123	0.5182413471	0.5069637883	0.4934180663	0.4705349048	0.4656387665	0.4727116459	0.4506855374	0.4309586631	0.4399323181	0.4487510767	0.4275331338	0.4341527656	0.4457043175	0.4523908524	0.4411522634	0.4385679414	0.4244347481	0.4227005871	 
